acidity,alcoholContent,allergens,bottleClosure,country,currency,description,discountPercent,fizziness,flavours/0/mentions,flavours/0/taste/0,flavours/0/taste/1,flavours/0/taste/2,flavours/0/taste/3,flavours/0/taste/4,flavours/0/taste/5,flavours/0/taste/6,flavours/0/taste/7,flavours/0/taste/8,flavours/0/taste/9,flavours/0/taste/10,flavours/0/taste/11,flavours/0/taste/12,flavours/0/taste/13,flavours/0/taste/14,flavours/0/taste/15,flavours/0/taste/16,flavours/0/taste/17,flavours/0/taste/18,flavours/0/taste/19,flavours/0/taste/20,flavours/0/taste/21,flavours/0/taste/22,flavours/0/taste/23,flavours/0/taste/24,flavours/0/taste/25,flavours/0/taste/26,flavours/0/taste/27,flavours/0/taste/28,flavours/0/taste/29,flavours/0/taste/30,flavours/0/taste/31,flavours/0/taste/32,flavours/0/taste/33,flavours/0/taste/34,flavours/0/taste/35,flavours/0/taste/36,flavours/0/taste/37,flavours/0/taste/38,flavours/0/type,flavours/1/mentions,flavours/1/taste/0,flavours/1/taste/1,flavours/1/taste/2,flavours/1/taste/3,flavours/1/taste/4,flavours/1/taste/5,flavours/1/taste/6,flavours/1/taste/7,flavours/1/taste/8,flavours/1/taste/9,flavours/1/taste/10,flavours/1/taste/11,flavours/1/taste/12,flavours/1/taste/13,flavours/1/taste/14,flavours/1/taste/15,flavours/1/taste/16,flavours/1/taste/17,flavours/1/taste/18,flavours/1/taste/19,flavours/1/taste/20,flavours/1/taste/21,flavours/1/taste/22,flavours/1/taste/23,flavours/1/taste/24,flavours/1/taste/25,flavours/1/taste/26,flavours/1/taste/27,flavours/1/type,flavours/2/mentions,flavours/2/taste/0,flavours/2/taste/1,flavours/2/taste/2,flavours/2/taste/3,flavours/2/taste/4,flavours/2/taste/5,flavours/2/taste/6,flavours/2/taste/7,flavours/2/taste/8,flavours/2/taste/9,flavours/2/taste/10,flavours/2/taste/11,flavours/2/taste/12,flavours/2/taste/13,flavours/2/taste/14,flavours/2/taste/15,flavours/2/taste/16,flavours/2/taste/17,flavours/2/taste/18,flavours/2/taste/19,flavours/2/taste/20,flavours/2/taste/21,flavours/2/taste/22,flavours/2/taste/23,flavours/2/taste/24,flavours/2/taste/25,flavours/2/taste/26,flavours/2/taste/27,flavours/2/taste/28,flavours/2/taste/29,flavours/2/taste/30,flavours/2/taste/31,flavours/2/taste/32,flavours/2/taste/33,flavours/2/taste/34,flavours/2/taste/35,flavours/2/taste/36,flavours/2/type,flavours/3/mentions,flavours/3/taste/0,flavours/3/taste/1,flavours/3/taste/2,flavours/3/taste/3,flavours/3/taste/4,flavours/3/taste/5,flavours/3/taste/6,flavours/3/taste/7,flavours/3/taste/8,flavours/3/taste/9,flavours/3/taste/10,flavours/3/taste/11,flavours/3/taste/12,flavours/3/taste/13,flavours/3/taste/14,flavours/3/taste/15,flavours/3/taste/16,flavours/3/taste/17,flavours/3/taste/18,flavours/3/taste/19,flavours/3/taste/20,flavours/3/taste/21,flavours/3/taste/22,flavours/3/taste/23,flavours/3/taste/24,flavours/3/taste/25,flavours/3/taste/26,flavours/3/taste/27,flavours/3/taste/28,flavours/3/taste/29,flavours/3/taste/30,flavours/3/taste/31,flavours/3/taste/32,flavours/3/taste/33,flavours/3/type,flavours/4/mentions,flavours/4/taste/0,flavours/4/taste/1,flavours/4/taste/2,flavours/4/taste/3,flavours/4/taste/4,flavours/4/taste/5,flavours/4/taste/6,flavours/4/taste/7,flavours/4/taste/8,flavours/4/taste/9,flavours/4/taste/10,flavours/4/taste/11,flavours/4/taste/12,flavours/4/taste/13,flavours/4/taste/14,flavours/4/taste/15,flavours/4/taste/16,flavours/4/taste/17,flavours/4/taste/18,flavours/4/taste/19,flavours/4/taste/20,flavours/4/taste/21,flavours/4/taste/22,flavours/4/taste/23,flavours/4/taste/24,flavours/4/taste/25,flavours/4/taste/26,flavours/4/taste/27,flavours/4/taste/28,flavours/4/taste/29,flavours/4/taste/30,flavours/4/taste/31,flavours/4/taste/32,flavours/4/taste/33,flavours/4/taste/34,flavours/4/taste/35,flavours/4/taste/36,flavours/4/taste/37,flavours/4/taste/38,flavours/4/taste/39,flavours/4/type,flavours/5/mentions,flavours/5/taste/0,flavours/5/taste/1,flavours/5/taste/2,flavours/5/taste/3,flavours/5/taste/4,flavours/5/taste/5,flavours/5/taste/6,flavours/5/taste/7,flavours/5/taste/8,flavours/5/taste/9,flavours/5/taste/10,flavours/5/taste/11,flavours/5/taste/12,flavours/5/taste/13,flavours/5/taste/14,flavours/5/taste/15,flavours/5/taste/16,flavours/5/taste/17,flavours/5/taste/18,flavours/5/taste/19,flavours/5/taste/20,flavours/5/taste/21,flavours/5/taste/22,flavours/5/taste/23,flavours/5/taste/24,flavours/5/taste/25,flavours/5/taste/26,flavours/5/taste/27,flavours/5/taste/28,flavours/5/taste/29,flavours/5/taste/30,flavours/5/taste/31,flavours/5/taste/32,flavours/5/taste/33,flavours/5/taste/34,flavours/5/taste/35,flavours/5/taste/36,flavours/5/taste/37,flavours/5/taste/38,flavours/5/taste/39,flavours/5/taste/40,flavours/5/taste/41,flavours/5/taste/42,flavours/5/taste/43,flavours/5/type,flavours/6/mentions,flavours/6/taste/0,flavours/6/taste/1,flavours/6/taste/2,flavours/6/taste/3,flavours/6/taste/4,flavours/6/taste/5,flavours/6/taste/6,flavours/6/taste/7,flavours/6/taste/8,flavours/6/taste/9,flavours/6/taste/10,flavours/6/type,flavours/7/mentions,flavours/7/taste/0,flavours/7/taste/1,flavours/7/taste/2,flavours/7/taste/3,flavours/7/taste/4,flavours/7/taste/5,flavours/7/taste/6,flavours/7/taste/7,flavours/7/taste/8,flavours/7/taste/9,flavours/7/taste/10,flavours/7/taste/11,flavours/7/type,flavours/8/mentions,flavours/8/taste/0,flavours/8/taste/1,flavours/8/taste/2,flavours/8/taste/3,flavours/8/taste/4,flavours/8/taste/5,flavours/8/taste/6,flavours/8/taste/7,flavours/8/taste/8,flavours/8/taste/9,flavours/8/taste/10,flavours/8/taste/11,flavours/8/taste/12,flavours/8/taste/13,flavours/8/taste/14,flavours/8/taste/15,flavours/8/taste/16,flavours/8/taste/17,flavours/8/type,flavours/9/mentions,flavours/9/taste/0,flavours/9/taste/1,flavours/9/taste/2,flavours/9/taste/3,flavours/9/taste/4,flavours/9/taste/5,flavours/9/taste/6,flavours/9/taste/7,flavours/9/taste/8,flavours/9/taste/9,flavours/9/taste/10,flavours/9/taste/11,flavours/9/taste/12,flavours/9/taste/13,flavours/9/taste/14,flavours/9/type,flavours/10/mentions,flavours/10/taste/0,flavours/10/taste/1,flavours/10/taste/2,flavours/10/taste/3,flavours/10/taste/4,flavours/10/taste/5,flavours/10/taste/6,flavours/10/taste/7,flavours/10/taste/8,flavours/10/taste/9,flavours/10/taste/10,flavours/10/taste/11,flavours/10/taste/12,flavours/10/taste/13,flavours/10/type,flavours/11/mentions,flavours/11/taste/0,flavours/11/taste/1,flavours/11/taste/2,flavours/11/taste/3,flavours/11/taste/4,flavours/11/taste/5,flavours/11/taste/6,flavours/11/taste/7,flavours/11/taste/8,flavours/11/taste/9,flavours/11/taste/10,flavours/11/taste/11,flavours/11/taste/12,flavours/11/type,flavours/12/mentions,flavours/12/taste/0,flavours/12/taste/1,flavours/12/taste/2,flavours/12/taste/3,flavours/12/taste/4,flavours/12/taste/5,flavours/12/taste/6,flavours/12/taste/7,flavours/12/taste/8,flavours/12/type,grapes/Cabernet Franc,grapes/Cabernet Sauvignon,grapes/Charbono,grapes/Grenache,grapes/Lagrein,grapes/Malbec,grapes/Merlot,grapes/Mourvedre,grapes/Petit Verdot,grapes/Petite Sirah,grapes/Pinot Noir,grapes/Sangiovese,grapes/Sauvignon Blanc,grapes/Shiraz/Syrah,grapes/Tannat,grapes/Tempranillo,grapes/Zinfandel,id,intensity,name,numberTasterReviews,price,ratingAverage,rawUrl,region1/name,region1/url,region2/name,region2/url,region3/name,region3/url,region4/name,region4/url,seoName,sku,sweetnes,tannin,totalRatings,type,url,wineStyles/Californian Alexander Valley Cabernet Sauvignon Red,wineStyles/Californian Bordeaux Blend,wineStyles/Californian Cabernet Sauvignon,wineStyles/Californian Knights Valley Cabernet Sauvignon Red,wineStyles/Californian Merlot,wineStyles/Californian Paso Robles Cabernet Sauvignon Red,wineStyles/Californian Pinot Noir,wineStyles/Californian Red Blend,wineStyles/Californian Rhône Blend Red,wineStyles/Californian Russian River Valley Pinot Noir Red,wineStyles/Californian Santa Lucia Highlands Pinot Noir Red,wineStyles/Californian Santa Maria Valley Pinot Noir Red,wineStyles/Californian Sonoma Coast Pinot Noir Red,wineStyles/Californian Sonoma County Cabernet Sauvignon Red,wineStyles/Californian Sta. Rita Hills Pinot Noir Red,wineStyles/Californian Zinfandel,wineStyles/Napa Valley Bordeaux Blend,wineStyles/Napa Valley Cabernet Sauvignon,wineStyles/Oregon Pinot Noir,wineryId,wineryName,wineryUrl,year
3.3710482,,,,United States,USD,,,,41,oak,vanilla,tobacco,chocolate,cigar box,baking spice,dark chocolate,clove,nutmeg,pipe tobacco,cola,coffee,pie crust,cedar,mocha,,,,,,,,,,,,,,,,,,,,,,,,,oak,39,plum,blackberry,cassis,black fruit,blueberry,black cherry,blackcurrant,jam,,,,,,,,,,,,,,,,,,,,,black_fruit,38,leather,earthy,smoke,minerals,graphite,cocoa,forest floor,pencil shavings,new leather,mushroom,honeycomb,,,,,,,,,,,,,,,,,,,,,,,,,,,earth,30,toast,marzipan,spice cake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non_oak,26,pepper,cinnamon,eucalyptus,anise,sage,menthol,mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spices,21,cherry,red cherry,cherry cola,strawberry,pomegranate,raspberry,cranberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red_fruit,5,cream,cheese,,,,,,,,,,microbio,3,prune,fig,,,,,,,,,,,dried_fruit,3,violet,dried flowers,,,,,,,,,,,,,,,,,floral,3,tomato,bell pepper,,,,,,,,,,,,,,vegetal,2,apple,,,,,,,,,,,,,,tree_fruit,1,mango,,,,,,,,,,,,,tropical_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152471896,4.626113,Paul Hobbs Beckstoffer Las Piedras Vineyard Cabernet Sauvignon 2015,68,346.95,4.8,https://www.vivino.com/,,,,,,,,,paul-hobbs-beckstoffer-las-piedras-vineyard-cabernet-sauvignon-2015,80233,1.8050293,3.3236928,86,Red Wine,https://www.vivino.com/US-TX/en/,,,,,,,,,,,,,,,,,,,,11693,Paul Hobbs,,2015
3.7436585,,,,United States,USD,,56.26,,105,oak,tobacco,vanilla,cedar,chocolate,clove,dark chocolate,cigar box,mocha,butter,caramel,dill,nutmeg,toffee,cigar,,,,,,,,,,,,,,,,,,,,,,,,,oak,85,leather,earthy,smoke,graphite,cocoa,mushroom,honey,potting soil,pencil lead,stone,game,tobacco leaf,forest floor,salt,truffle,,,,,,,,,,,,,,earth,76,plum,black cherry,blackberry,dark fruit,cassis,blackcurrant,black fruit,bramble,boysenberry,jam,blueberry,mulberry,black plum,blackberry jam,black olive,black raspberry,,,,,,,,,,,,,,,,,,,,,,black_fruit,72,cherry,red fruit,raspberry,red cherry,red currant,strawberry,cranberry,bing cherry,pomegranate,huckleberry,red plum,,,,,,,,,,,,,,,,,,,,,,,,red_fruit,67,almond,toast,marzipan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non_oak,55,pepper,licorice,cinnamon,oregano,savory,mint,green herbs,anise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spices,14,cheese,oil,,,,,,,,,,microbio,11,prune,fig,raisin,,,,,,,,,,dried_fruit,8,red bell pepper,rhubarb,tomato,celery,,,,,,,,,,,,,,,vegetal,6,potpourri,lavender,violet,lily,,,,,,,,,,,,floral,1,orange peel,,,,,,,,,,,,,,citrus_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5049767,4.7614202,Bernardus Marinus 2013,51,34.99,4.3,http://www.vivino.com/wines/5049767,,,,,,,,,bernardus-marinus-2013,WOW-5049767,1.572299,3.692956,98,Red Wine,https://www.vivino.com/US-TX/en/bernardus-marinus/w/592?year=2013,,,,,,,,,,,,,,,,,,,,163,Bernardus,,2013
3.3435426,14.50%,Contains sulfites,,United States,USD,,38.15,,60,oak,chocolate,vanilla,butter,cola,cedar,espresso,dark chocolate,baking spice,mocha,nutmeg,milk chocolate,tobacco,coffee,clove,toffee,allspice,,,,,,,,,,,,,,,,,,,,,,,oak,50,blackberry,dark fruit,plum,black cherry,cassis,blackcurrant,black plum,blueberry,black fruit,bramble,mulberry,jam,,,,,,,,,,,,,,,,,black_fruit,37,cherry,red fruit,raspberry,strawberry,ripe strawberry,cranberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red_fruit,24,hazelnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non_oak,23,pepper,licorice,anise,eucalyptus,white pepper,red licorice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spices,14,leather,smoke,graphite,ash,cocoa,tar,earthy,grilled meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,earth,6,cheese,,,,,,,,,,,microbio,4,prune,,,,,,,,,,,,dried_fruit,2,violet,,,,,,,,,,,,,,,,,,floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.vivino.com/grapes/cabernet-sauvignon,,,,,,,,,,,,,,,,170408068,4.570415,Beau Vigne Legacy Cabernet Sauvignon 2020,88,59.99,4.2,http://www.vivino.com/wines/170408068,United States,https://www.vivino.com/wine-countries/united-states,California,https://www.vivino.com/wine-regions/california,North Coast,https://www.vivino.com/wine-regions/north-coast,Napa County,https://www.vivino.com/wine-regions/napa-county,beau-vigne-legacy-cabernet-sauvignon-2020,ATC-170408068,1.6439989,3.484988,69,Red Wine,https://www.vivino.com/US-CA/en/beau-vigne-legacy-cabernet-sauvignon/w/8208198?year=2020,,,,,,,,,,,,,,,,,,https://www.vivino.com/wine-styles/napa-valley-cabernet-sauvignon,,3423,Beau Vigne,https://www.vivino.com/wineries/beau-vigne,2020
3.0599627,14.50%,Contains sulfites,,United States,USD,"This wine displays a magnificent, compelling and inviting nose that is quintessential of Cabernet Sauvignon. Unrestrained wild cherry, currant and mulberry fragrances arise with pronounced notes of cocoa, coriander, and wintergreen. Sublayers of dried herbs, cedar, tobacco leaf and slate provide substantive foundation to the aromatic profile. On the palate a veritable explosion of fresh, ripe, dark berry fruits. Tangy blackberry, juicy black cherry, pomegranate and cranberry are mingled with lovely blueberry and raspberry accents, underscored with kirsch and rhubarb. Integrated nicely with toasty oak, graphite and forest floor. Full bodied and a very silky texture, this wine glides into a long, generous finish resonating with ripe fruit and exotic spice allowing an amazing aging capabilities.",,,631,oak,vanilla,chocolate,tobacco,cedar,mocha,dark chocolate,coffee,baking spice,cigar box,butter,cola,caramel,espresso,clove,nutmeg,milk chocolate,sweet tobacco,toffee,cigar,allspice,pipe tobacco,camphor,,,,,,,,,,,,,,,,,oak,473,blackberry,plum,dark fruit,black cherry,blueberry,black fruit,blackcurrant,cassis,jam,black plum,boysenberry,black raspberry,blackberry jam,ripe blackberry,olive tapenade,mulberry,bramble,marionberry,blackcurrant jam,black olive,kalamata olive,,,,,,,,black_fruit,380,leather,earthy,smoke,minerals,cocoa,graphite,mushroom,stone,tobacco leaf,ash,pencil lead,honey,chalk,truffle,game,crushed gravel,exotic spice,tar,ginger,quinine,slate,pencil shavings,iron,roasted meat,,,,,,,,,,,,,,earth,358,toast,hazelnut,brown sugar,molasses,peanut,nutty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non_oak,308,cherry,raspberry,red fruit,strawberry,cranberry,red currant,red cherry,sour cherry,watermelon,pomegranate,bing cherry,red plum,cherry cola,maraschino cherry,fresh strawberry,dried strawberry,cotton candy,,,,,,,,,,,,,,,,,,,,,,,,red_fruit,291,pepper,licorice,cinnamon,savory,mint,black licorice,sage,anise,eucalyptus,menthol,dried herbs,vanilla bean,coriander,white pepper,star anise,thyme,rosemary,jalapeno,red licorice,,,,,,,,,,,,,,,,,,,,,,,,,,spices,53,raisin,fig,prune,dried fruit,dried blueberry,dried blackberry,,,,,,dried_fruit,52,cheese,cream,banana,sourdough,,,,,,,,,microbio,20,violet,lavender,lilac,perfume,geranium,potpourri,honeysuckle,,,,,,,,,,,,floral,15,rhubarb,bell pepper,,,,,,,,,,,,,,vegetal,7,apple,stone fruit,green apple,apricot,,,,,,,,,,,tree_fruit,4,citrus,orange,,,,,,,,,,,,citrus_fruit,3,mango,tropical,pineapple,,,,,,,tropical_fruit,,https://www.vivino.com/grapes/cabernet-sauvignon,,,,,,,,,,,,,,,,167360678,4.795351,DAOU Reserve Cabernet Sauvignon 2021,510,39.99,4.3,http://www.vivino.com/wines/167360678,United States,https://www.vivino.com/wine-countries/united-states,California,https://www.vivino.com/wine-regions/california,Central Coast,https://www.vivino.com/wine-regions/central-coast,San Luis Obispo County,https://www.vivino.com/wine-regions/san-luis-obispo,daou-reserve-cabernet-sauvignon-2021,VD-167360678,1.6680416,3.3848221,689,Red Wine,https://www.vivino.com/US-CA/en/daou-reserve-cabernet-sauvignon/w/1189764?year=2021,,,,,,https://www.vivino.com/wine-styles/californian-paso-robles-cabernet-sauvignon-red,,,,,,,,,,,,,,18673,DAOU,https://www.vivino.com/wineries/daou,2021
3.3710482,,,,United States,USD,,,,41,oak,vanilla,tobacco,chocolate,cigar box,baking spice,dark chocolate,clove,nutmeg,pipe tobacco,cola,coffee,pie crust,cedar,mocha,,,,,,,,,,,,,,,,,,,,,,,,,oak,39,plum,blackberry,cassis,black fruit,blueberry,black cherry,blackcurrant,jam,,,,,,,,,,,,,,,,,,,,,black_fruit,38,leather,earthy,smoke,minerals,graphite,cocoa,forest floor,pencil shavings,new leather,mushroom,honeycomb,,,,,,,,,,,,,,,,,,,,,,,,,,,earth,30,toast,marzipan,spice cake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non_oak,26,pepper,cinnamon,eucalyptus,anise,sage,menthol,mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spices,21,cherry,red cherry,cherry cola,strawberry,pomegranate,raspberry,cranberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red_fruit,5,cream,cheese,,,,,,,,,,microbio,3,prune,fig,,,,,,,,,,,dried_fruit,3,violet,dried flowers,,,,,,,,,,,,,,,,,floral,3,tomato,bell pepper,,,,,,,,,,,,,,vegetal,2,apple,,,,,,,,,,,,,,tree_fruit,1,mango,,,,,,,,,,,,,tropical_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152471896,4.626113,Paul Hobbs Beckstoffer Las Piedras Vineyard Cabernet Sauvignon 2015,68,346.95,4.8,https://www.vivino.com/,,,,,,,,,paul-hobbs-beckstoffer-las-piedras-vineyard-cabernet-sauvignon-2015,80233,1.8050293,3.3236928,86,Red Wine,https://www.vivino.com/US-CA/en/,,,,,,,,,,,,,,,,,,,,11693,Paul Hobbs,,2015
2.9844403,,Contains sulfites,,United States,USD,,,,109,blackberry,plum,blueberry,dark fruit,blackcurrant,black cherry,jam,cassis,black fruit,black plum,blackberry jam,ripe blackberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,black_fruit,102,oak,vanilla,chocolate,tobacco,cola,baking spice,mocha,coffee,cedar,espresso,caramel,dark chocolate,cigar,nutmeg,clove,butter,,,,,,,,,,,,,oak,87,cherry,strawberry,raspberry,red fruit,cherry cola,red cherry,cranberry,bing cherry,red plum,red currant,wild strawberry,pomegranate,,,,,,,,,,,,,,,,,,,,,,,,,,red_fruit,65,hazelnut,nutty,brown sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non_oak,59,pepper,anise,savory,vanilla bean,green herbs,mint,licorice,green peppercorn,menthol,white pepper,cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spices,38,smoke,leather,earthy,cocoa,ash,stone,honey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,earth,14,prune,raisin,,,,,,,,,,dried_fruit,7,lavender,violet,potpourri,,,,,,,,,,floral,5,cheese,cream,,,,,,,,,,,,,,,,,microbio,4,asparagus,bell pepper,,,,,,,,,,,,,,vegetal,2,stone fruit,apple,,,,,,,,,,,,,tree_fruit,1,lime,,,,,,,,,,,,,citrus_fruit,,,,,,,,,,,,,https://www.vivino.com/grapes/cabernet-sauvignon,,,,,,,,,,,,,,,,169273335,4.634673,Liberty School Reserve Cabernet Sauvignon 2021,178,24.99,4.1,http://www.vivino.com/wines/169273335,United States,https://www.vivino.com/wine-countries/united-states,California,https://www.vivino.com/wine-regions/california,Central Coast,https://www.vivino.com/wine-regions/central-coast,San Luis Obispo County,https://www.vivino.com/wine-regions/san-luis-obispo,liberty-school-winery-reserve-cabernet-sauvignon-2021,7578,2.0434427,3.1934001,68,Red Wine,https://www.vivino.com/US-CA/en/liberty-school-winery-reserve-cabernet-sauvignon/w/8666222?year=2021,,,,,,https://www.vivino.com/wine-styles/californian-paso-robles-cabernet-sauvignon-red,,,,,,,,,,,,,,1997,Liberty School,https://www.vivino.com/wineries/liberty-school-winery,2021
3.40569,14.50%,Contains sulfites,,United States,USD,,51.13,,26,cedar,oak,vanilla,clove,cola,nutmeg,chocolate,hickory,coconut,cigar box,allspice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oak,22,cherry,strawberry,raspberry,cranberry,red fruit,pomegranate,cherry cola,bing cherry,,,,,,,,,,,,,,,,,,,,,red_fruit,20,toast,molasses,brown sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non_oak,15,white pepper,pepper,mint,cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spices,11,leather,smoke,minerals,earthy,game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,earth,6,blackberry,jam,black cherry,berry jam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black_fruit,6,dried cranberry,dried blackberry,,,,,,,,,,dried_fruit,3,orange peel,,,,,,,,,,,,citrus_fruit,2,,,,,,,,,,,,,,,,,,,microbio,1,grilled pineapple,,,,,,,,,,,,,,,tropical_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.vivino.com/grapes/pinot-noir,,,,,,,166042113,3.3139696,Ketcham Estate Five Clone Pinot Noir 2018,25,21.99,4.1,http://www.vivino.com/wines/166042113,United States,https://www.vivino.com/wine-countries/united-states,California,https://www.vivino.com/wine-regions/california,North Coast,https://www.vivino.com/wine-regions/north-coast,Sonoma County,https://www.vivino.com/wine-regions/sonoma-county,ketcham-estate-five-clone-pinot-noir-2018,WOW-166042113,1.8034405,2.1167486,154,Red Wine,https://www.vivino.com/US-CA/en/ketcham-estate-five-clone-pinot-noir/w/7599165?year=2018,,,,,,,,,,https://www.vivino.com/wine-styles/californian-russian-river-valley-pinot-noir-red,,,,,,,,,,2270,Ketcham Estate,https://www.vivino.com/wineries/ketcham-estate,2018
2.8500934,13.90%,Contains sulfites,,United States,USD,"Bold, dry and full-bodied, this great value for money Bonanza Cabernet Sauvignon is an all-time favourite within the Vivino community. Crafted by Chuck Wagner at Caymus Vineyards, this wine is a delightful and highly accessible choice to complement a meal, making it perfect for dinner parties. Pairs exquisitely with beef, lamb, game and poultry, with velvety tannins cutting through meat with ease. One Vivino user also mentioned in their Bonanza Cabernet Sauvignon review that this wine pairs exceptionally well with a fillet steak. The bold flavor profile boasts notes of oak, vanilla and chocolate, as well as black and red fruits, adding to its unique balance of smoothness and dryness.

Boasting a highly regarded position in the top 5% of wines from California, Bonanza Cabernet Sauvignon Lot N.V. has a huge reputation preceding it. Coming exceptionally highly-acclaimed, the Vivino community Bonanza Cabernet Sauvignon reviews speak for themselves. ‘Outstanding wine!’, ‘excellent California cab with all the vanilla leather dark fruit you look for’ and ‘an affordable yet excellent non vintage California cab’ are among just some of the glowing Bonanza Cabernet Sauvignon reviews.",36.7,,1562,vanilla,oak,chocolate,tobacco,cola,dark chocolate,caramel,baking spice,butter,cedar,coffee,mocha,clove,milk chocolate,nutmeg,cigar,espresso,cigar box,toasted marshmallow,brown butter,allspice,pipe tobacco,sandalwood,sweet tobacco,toffee,,,,,,,,,,,,,,,oak,1323,blackberry,dark fruit,blueberry,plum,black cherry,jam,black fruit,cassis,blackcurrant,black plum,boysenberry,blackberry jam,black raspberry,ripe blackberry,berry jam,wild blueberry,grape jam,black olive,bilberry,mulberry,,,,,,,,,black_fruit,1051,toast,brown sugar,nutty,molasses,almond,walnut,hazelnut,burnt caramel,dried fig,maple syrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,non_oak,1045,cherry,red fruit,raspberry,strawberry,cherry cola,cranberry,red currant,red cherry,bing cherry,red plum,cotton candy,fruit punch,watermelon,ripe strawberry,morello cherry,dried strawberry,pomegranate,,,,,,,,,,,,,,,,,,red_fruit,940,pepper,licorice,cinnamon,anise,mint,eucalyptus,savory,menthol,black licorice,sage,rosemary,white pepper,jalapeno,red licorice,thyme,star anise,fennel,dried herbs,vanilla bean,,,,,,,,,,,,,,,,,,,,,,spices,510,leather,earthy,smoke,cocoa,mushroom,game,stone,graphite,minerals,balsamic,tar,pencil shavings,truffle,slate,forest floor,honey,chalk,wax,tree bark,iron,salt,black truffle,plastic,smoked meats,ash,grilled meat,charcoal,exotic spice,petroleum,pencil lead,tobacco leaf,,,,,,,,,,,,,,earth,139,raisin,fig,prune,dried fruit,dried blueberry,dried cranberry,,,,,,dried_fruit,126,cheese,cream,toasted bread,banana,sourdough,sweaty,oil,lemon curd,campfire,yeast,,,microbio,40,violet,dried rose,lavender,perfume,potpourri,dried flowers,lily,,,,,,,,,,,,floral,29,apple,stone fruit,pear,apricot,green apple,melon,peach,,,,,,,,,tree_fruit,27,bell pepper,asparagus,tomato,rhubarb,arugula,green bell pepper,,,,,,,,,vegetal,20,citrus,lemon,orange,blood orange,lime,orange peel,orange zest,marmalade,grapefruit,,,,,citrus_fruit,6,bubblegum,pineapple,kiwi,,,,,,,tropical_fruit,,https://www.vivino.com/grapes/cabernet-sauvignon,,,,,,,,,,,,,,,,159019927,4.4703293,Bonanza Cabernet Sauvignon Lot,2225,18.99,4.1,http://www.vivino.com/wines/159019927,United States,https://www.vivino.com/wine-countries/united-states,California,https://www.vivino.com/wine-regions/california,,,,,bonanza-california-cabernet-sauvignon-lot-nv,WOW-159019927,2.1692724,2.9806345,35076,Red Wine,https://www.vivino.com/US-CA/en/bonanza-california-cabernet-sauvignon-lot/w/6886895,,,https://www.vivino.com/wine-styles/californian-cabernet-sauvignon,,,,,,,,,,,,,,,,,260723,Bonanza,https://www.vivino.com/wineries/bonanza-california,0
